None,7,0.69,-0.0046,0.0466
None,8,1.00,-0.0023,0.0305
None,9,1.00,0.0057,0.0160
0,0,1.00,-0.0320,0.8260
0,1,0.88,-0.0271,0.5778
0,2,1.00,-0.0519,0.3417
0,3,1.00,-0.0752,0.2569
0,4,1.00,-0.0657,0.2334
0,5,1.00,-0.0609,0.1600
0,6,1.00,-0.0068,0.1069
0,7,0.69,-0.0046,0.0466
0,8,1.00,-0.0023,0.0305
0,9,1.00,0.0057,0.0160
None,0,1.00,-0.0064,0.8693
None,1,0.84,-0.0057,0.6084
None,2,1.00,-0.0326,0.3426
None,3,1.00,-0.0638,0.2594
None,4,1.00,-0.0562,0.2366
None,5,1.00,-0.0569,0.1586
None,6,1.00,-0.0046,0.1074
None,7,0.71,-0.0052,0.0472
None,8,1.00,-0.0023,0.0297
None,9,1.00,0.0058,0.0163
7,0,1.00,-0.0064,0.8693
7,1,0.84,-0.0057,0.6084
7,2,1.00,-0.0326,0.3426
7,3,1.00,-0.0638,0.2594
7,4,1.00,-0.0562,0.2366
7,5,1.00,-0.0569,0.1586
7,6,1.00,-0.0046,0.1074
7,7,0.71,-0.0052,0.0472
7,8,1.00,-0.0023,0.0297
7,9,1.00,0.0058,0.0163
None,0,1.00,-0.0057,0.8695
None,1,0.84,-0.0049,0.6086
None,2,1.00,-0.0318,0.3425
None,3,1.00,-0.0625,0.2596
None,4,1.00,-0.0550,0.2368
None,5,1.00,-0.0557,0.1581
None,6,1.00,-0.0035,0.1076
None,7,0.73,-0.0053,0.0474
None,8,1.00,-0.0022,0.0295
None,9,1.00,0.0059,0.0163
1,0,1.00,-0.0057,0.8695
1,1,0.84,-0.0049,0.6086
1,2,1.00,-0.0318,0.3425
1,3,1.00,-0.0625,0.2596
1,4,1.00,-0.0550,0.2368
1,5,1.00,-0.0557,0.1581
1,6,1.00,-0.0035,0.1076
1,7,0.73,-0.0053,0.0474
1,8,1.00,-0.0022,0.0295
1,9,1.00,0.0059,0.0163
None,0,1.00,0.0212,0.8757
None,1,0.92,0.0215,0.6134
None,2,1.00,-0.0088,0.3359
None,3,1.00,-0.0472,0.2668
None,4,1.00,-0.0429,0.2271
None,5,1.00,-0.0481,0.1588
None,6,1.00,-0.0006,0.1070
None,7,0.76,-0.0060,0.0471
None,8,1.00,-0.0010,0.0299
None,9,1.00,0.0053,0.0162
2,0,1.00,0.0212,0.8757
2,1,0.92,0.0215,0.6134
2,2,1.00,-0.0088,0.3359
2,3,1.00,-0.0472,0.2668
2,4,1.00,-0.0429,0.2271
2,5,1.00,-0.0481,0.1588
2,6,1.00,-0.0006,0.1070
2,7,0.76,-0.0060,0.0471
2,8,1.00,-0.0010,0.0299
2,9,1.00,0.0053,0.0162
None,0,1.00,0.0269,0.8861
None,1,0.89,0.0274,0.6237
None,2,1.00,-0.0025,0.3841
None,3,1.00,-0.0425,0.2794
None,4,1.00,-0.0455,0.2385
None,5,1.00,-0.0462,0.1566
None,6,1.00,0.0010,0.1087
None,7,0.74,-0.0046,0.0477
None,8,1.00,-0.0008,0.0300
None,9,1.00,0.0054,0.0163
4,0,1.00,0.0269,0.8861
4,1,0.89,0.0274,0.6237
4,2,1.00,-0.0025,0.3841
4,3,1.00,-0.0425,0.2794
4,4,1.00,-0.0455,0.2385
4,5,1.00,-0.0462,0.1566
4,6,1.00,0.0010,0.1087
4,7,0.74,-0.0046,0.0477
4,8,1.00,-0.0008,0.0300
4,9,1.00,0.0054,0.0163
None,0,1.00,0.0323,0.8700
None,1,0.89,0.0348,0.6100
None,2,1.00,0.0052,0.3654
None,3,1.00,-0.0327,0.2590
None,4,1.00,-0.0355,0.2216
None,5,1.00,-0.0393,0.1481
None,6,1.00,0.0041,0.1037
None,7,0.80,-0.0058,0.0454
None,8,1.00,-0.0009,0.0298
None,9,1.00,0.0052,0.0161
8,0,1.00,0.0323,0.8700
8,1,0.89,0.0348,0.6100
8,2,1.00,0.0052,0.3654
8,3,1.00,-0.0327,0.2590
8,4,1.00,-0.0355,0.2216
8,5,1.00,-0.0393,0.1481
8,6,1.00,0.0041,0.1037
8,7,0.80,-0.0058,0.0454
8,8,1.00,-0.0009,0.0298
8,9,1.00,0.0052,0.0161
None,0,1.00,0.0322,0.8700
None,1,0.89,0.0346,0.6099
None,2,1.00,0.0050,0.3654
None,3,1.00,-0.0328,0.2590
None,4,1.00,-0.0356,0.2216
None,5,1.00,-0.0395,0.1481
None,6,1.00,0.0039,0.1038
None,7,0.80,-0.0057,0.0455
None,8,1.00,-0.0009,0.0303
None,9,1.00,0.0052,0.0161
3,0,1.00,0.0322,0.8700
3,1,0.89,0.0346,0.6099
3,2,1.00,0.0050,0.3654
3,3,1.00,-0.0328,0.2590
3,4,1.00,-0.0356,0.2216
3,5,1.00,-0.0395,0.1481
3,6,1.00,0.0039,0.1038
3,7,0.80,-0.0057,0.0455
3,8,1.00,-0.0009,0.0303
3,9,1.00,0.0052,0.0161
None,0,1.00,0.0312,0.8921
None,1,0.87,0.0344,0.6317
None,2,1.00,0.0058,0.3772
None,3,1.00,-0.0273,0.2873
None,4,1.00,-0.0348,0.2207
None,5,1.00,-0.0408,0.1504
None,6,1.00,0.0041,0.1045
None,7,0.80,-0.0056,0.0458
None,8,1.00,-0.0004,0.0306
None,9,1.00,0.0052,0.0163
0,0,1.00,0.0312,0.8921
0,1,0.87,0.0344,0.6317
0,2,1.00,0.0058,0.3772
0,3,1.00,-0.0273,0.2873
0,4,1.00,-0.0348,0.2207
0,5,1.00,-0.0408,0.1504
0,6,1.00,0.0041,0.1045
0,7,0.80,-0.0056,0.0458
0,8,1.00,-0.0004,0.0306
0,9,1.00,0.0052,0.0163
None,0,1.00,0.0053,0.9514
None,1,0.80,0.0120,0.6770
None,2,1.00,-0.0069,0.3852
None,3,1.00,-0.0310,0.3032
None,4,1.00,-0.0375,0.2284
None,5,1.00,-0.0436,0.1457
None,6,1.00,0.0028,0.1048
None,7,0.79,-0.0055,0.0459
None,8,1.00,-0.0008,0.0305
None,9,1.00,0.0054,0.0162
4,0,1.00,0.0053,0.9514
4,1,0.80,0.0120,0.6770
4,2,1.00,-0.0069,0.3852
4,3,1.00,-0.0310,0.3032
4,4,1.00,-0.0375,0.2284
4,5,1.00,-0.0436,0.1457
4,6,1.00,0.0028,0.1048
4,7,0.79,-0.0055,0.0459
4,8,1.00,-0.0008,0.0305
4,9,1.00,0.0054,0.0162
None,0,1.00,0.0088,0.9289
None,1,0.81,0.0169,0.6565
None,2,1.00,-0.0014,0.3741
None,3,1.00,-0.0226,0.2894
None,4,1.00,-0.0315,0.2219
None,5,1.00,-0.0388,0.1418
None,6,1.00,0.0049,0.1018
None,7,0.83,-0.0057,0.0445
None,8,1.00,-0.0007,0.0301
None,9,1.00,0.0054,0.0158
9,0,1.00,0.0088,0.9289
9,1,0.81,0.0169,0.6565
9,2,1.00,-0.0014,0.3741
9,3,1.00,-0.0226,0.2894
9,4,1.00,-0.0315,0.2219
9,5,1.00,-0.0388,0.1418
9,6,1.00,0.0049,0.1018
9,7,0.83,-0.0057,0.0445
9,8,1.00,-0.0007,0.0301
9,9,1.00,0.0054,0.0158
None,0,1.00,0.0088,0.9289
None,1,0.81,0.0169,0.6565
None,2,1.00,-0.0014,0.3741
None,3,1.00,-0.0225,0.2894
None,4,1.00,-0.0314,0.2219
None,5,1.00,-0.0388,0.1419
None,6,1.00,0.0049,0.1017
None,7,0.83,-0.0057,0.0445
None,8,1.00,-0.0007,0.0301
None,9,1.00,0.0053,0.0163
2,0,1.00,0.0088,0.9289
2,1,0.81,0.0169,0.6565
2,2,1.00,-0.0014,0.3741
2,3,1.00,-0.0225,0.2894
2,4,1.00,-0.0314,0.2219
2,5,1.00,-0.0388,0.1419
2,6,1.00,0.0049,0.1017
2,7,0.83,-0.0057,0.0445
2,8,1.00,-0.0007,0.0301
2,9,1.00,0.0053,0.0163
None,0,1.00,0.0049,0.9286
None,1,0.83,0.0077,0.6507
None,2,1.00,-0.0125,0.4038
None,3,1.00,-0.0321,0.2907
None,4,1.00,-0.0388,0.2313
None,5,1.00,-0.0410,0.1454
None,6,1.00,0.0037,0.1037
None,7,0.80,-0.0048,0.0450
None,8,1.00,-0.0006,0.0307
None,9,1.00,0.0055,0.0164
1,0,1.00,0.0049,0.9286
1,1,0.83,0.0077,0.6507
1,2,1.00,-0.0125,0.4038
1,3,1.00,-0.0321,0.2907
1,4,1.00,-0.0388,0.2313
1,5,1.00,-0.0410,0.1454
1,6,1.00,0.0037,0.1037
1,7,0.80,-0.0048,0.0450
1,8,1.00,-0.0006,0.0307
1,9,1.00,0.0055,0.0164
None,0,1.00,-0.0084,0.9645
None,1,0.88,-0.0112,0.6832
None,2,1.00,-0.0275,0.4075
None,3,1.00,-0.0430,0.3047
None,4,1.00,-0.0465,0.2324
None,5,1.00,-0.0443,0.1470
None,6,1.00,0.0017,0.1047
None,7,0.79,-0.0049,0.0457
None,8,1.00,0.0006,0.0316
None,9,1.00,0.0053,0.0165
8,0,1.00,-0.0084,0.9645
8,1,0.88,-0.0112,0.6832
8,2,1.00,-0.0275,0.4075
8,3,1.00,-0.0430,0.3047
8,4,1.00,-0.0465,0.2324
8,5,1.00,-0.0443,0.1470
8,6,1.00,0.0017,0.1047
8,7,0.79,-0.0049,0.0457
8,8,1.00,0.0006,0.0316
8,9,1.00,0.0053,0.0165
None,0,1.00,-0.0084,0.9645
None,1,0.88,-0.0112,0.6832
None,2,1.00,-0.0275,0.4075
None,3,1.00,-0.0430,0.3047
None,4,1.00,-0.0465,0.2324
None,5,1.00,-0.0444,0.1469
None,6,1.00,0.0017,0.1047
None,7,0.79,-0.0048,0.0456
None,8,1.00,0.0008,0.0324
None,9,1.00,0.0053,0.0164
7,0,1.00,-0.0084,0.9645
7,1,0.88,-0.0112,0.6832
7,2,1.00,-0.0275,0.4075
7,3,1.00,-0.0430,0.3047
7,4,1.00,-0.0465,0.2324
7,5,1.00,-0.0444,0.1469
7,6,1.00,0.0017,0.1047
7,7,0.79,-0.0048,0.0456
7,8,1.00,0.0008,0.0324
7,9,1.00,0.0053,0.0164
None,0,1.00,-0.0078,0.9646
None,1,0.88,-0.0105,0.6834
None,2,1.00,-0.0267,0.4074
None,3,1.00,-0.0420,0.3049
None,4,1.00,-0.0456,0.2324
None,5,1.00,-0.0435,0.1468
None,6,1.00,0.0026,0.1048
None,7,0.81,-0.0050,0.0458
None,8,1.00,0.0008,0.0322
None,9,1.00,0.0052,0.0165
3,0,1.00,-0.0078,0.9646
3,1,0.88,-0.0105,0.6834
3,2,1.00,-0.0267,0.4074
3,3,1.00,-0.0420,0.3049
3,4,1.00,-0.0456,0.2324
3,5,1.00,-0.0435,0.1468
3,6,1.00,0.0026,0.1048
3,7,0.81,-0.0050,0.0458
3,8,1.00,0.0008,0.0322
3,9,1.00,0.0052,0.0165
None,0,1.00,-0.0006,0.9769
None,1,0.86,-0.0039,0.6956
None,2,1.00,-0.0203,0.4122
None,3,1.00,-0.0353,0.3196
None,4,1.00,-0.0434,0.2298
None,5,1.00,-0.0439,0.1481
None,6,1.00,0.0029,0.1052
None,7,0.82,-0.0049,0.0460
None,8,1.00,0.0010,0.0319
None,9,1.00,0.0052,0.0163
6,0,1.00,-0.0006,0.9769
6,1,0.86,-0.0039,0.6956
6,2,1.00,-0.0203,0.4122
6,3,1.00,-0.0353,0.3196
6,4,1.00,-0.0434,0.2298
6,5,1.00,-0.0439,0.1481
6,6,1.00,0.0029,0.1052
6,7,0.82,-0.0049,0.0460
6,8,1.00,0.0010,0.0319
6,9,1.00,0.0052,0.0163
None,0,1.00,-0.0003,0.9779
None,1,0.86,-0.0036,0.6965
None,2,1.00,-0.0199,0.4124
None,3,1.00,-0.0347,0.3203
None,4,1.00,-0.0429,0.2303
None,5,1.00,-0.0430,0.1481
None,6,1.00,0.0038,0.1070
None,7,0.81,-0.0050,0.0466
None,8,1.00,0.0010,0.0319
None,9,1.00,0.0052,0.0163
5,0,1.00,-0.0003,0.9779
5,1,0.86,-0.0036,0.6965
5,2,1.00,-0.0199,0.4124
5,3,1.00,-0.0347,0.3203
5,4,1.00,-0.0429,0.2303
5,5,1.00,-0.0430,0.1481
5,6,1.00,0.0038,0.1070
5,7,0.81,-0.0050,0.0466
5,8,1.00,0.0010,0.0319
5,9,1.00,0.0052,0.0163
None,0,1.00,0.0007,0.9732
None,1,0.86,-0.0028,0.6921
None,2,1.00,-0.0192,0.4107
None,3,1.00,-0.0347,0.3156
None,4,1.00,-0.0430,0.2272
None,5,1.00,-0.0442,0.1469
None,6,1.00,0.0033,0.1052
None,7,0.82,-0.0051,0.0458
None,8,1.00,0.0011,0.0316
None,9,1.00,0.0051,0.0163
5,0,1.00,0.0007,0.9732
5,1,0.86,-0.0028,0.6921
5,2,1.00,-0.0192,0.4107
5,3,1.00,-0.0347,0.3156
5,4,1.00,-0.0430,0.2272
5,5,1.00,-0.0442,0.1469
5,6,1.00,0.0033,0.1052
5,7,0.82,-0.0051,0.0458
5,8,1.00,0.0011,0.0316
5,9,1.00,0.0051,0.0163
None,0,1.00,0.0036,0.9716
None,1,0.86,-0.0005,0.6912
None,2,1.00,-0.0167,0.4085
None,3,1.00,-0.0308,0.3131
None,4,1.00,-0.0387,0.2235
None,5,1.00,-0.0399,0.1448
None,6,1.00,0.0044,0.1035
None,7,0.84,-0.0053,0.0451
None,8,1.00,0.0014,0.0318
None,9,1.00,0.0050,0.0163
1,0,1.00,0.0036,0.9716
1,1,0.86,-0.0005,0.6912
1,2,1.00,-0.0167,0.4085
1,3,1.00,-0.0308,0.3131
1,4,1.00,-0.0387,0.2235
1,5,1.00,-0.0399,0.1448
1,6,1.00,0.0044,0.1035
1,7,0.84,-0.0053,0.0451
1,8,1.00,0.0014,0.0318
1,9,1.00,0.0050,0.0163
None,0,1.00,-0.0108,0.9356
None,1,0.95,-0.0160,0.6547
None,2,1.00,-0.0300,0.4003
None,3,1.00,-0.0366,0.2950
None,4,1.00,-0.0424,0.2234
None,5,1.00,-0.0402,0.1419
None,6,1.00,0.0042,0.1016
None,7,0.85,-0.0054,0.0442
None,8,1.00,0.0021,0.0318
None,9,1.00,0.0050,0.0161
4,0,1.00,-0.0108,0.9356
4,1,0.95,-0.0160,0.6547
4,2,1.00,-0.0300,0.4003
4,3,1.00,-0.0366,0.2950
4,4,1.00,-0.0424,0.2234
4,5,1.00,-0.0402,0.1419
4,6,1.00,0.0042,0.1016
4,7,0.85,-0.0054,0.0442
4,8,1.00,0.0021,0.0318
4,9,1.00,0.0050,0.0161
None,0,1.00,-0.0232,0.9181
None,1,0.95,-0.0277,0.6380
None,2,1.00,-0.0410,0.3995
None,3,1.00,-0.0448,0.2832
None,4,1.00,-0.0574,0.2303
None,5,1.00,-0.0463,0.1417
None,6,1.00,0.0011,0.1013
None,7,0.83,-0.0052,0.0435
None,8,1.00,0.0015,0.0316
None,9,1.00,0.0053,0.0160
6,0,1.00,-0.0232,0.9181
6,1,0.95,-0.0277,0.6380
6,2,1.00,-0.0410,0.3995
6,3,1.00,-0.0448,0.2832
6,4,1.00,-0.0574,0.2303
6,5,1.00,-0.0463,0.1417
6,6,1.00,0.0011,0.1013
6,7,0.83,-0.0052,0.0435
6,8,1.00,0.0015,0.0316
6,9,1.00,0.0053,0.0160
None,0,1.00,-0.0234,0.9177
None,1,0.95,-0.0280,0.6377
None,2,1.00,-0.0413,0.4000
None,3,1.00,-0.0455,0.2828
None,4,1.00,-0.0583,0.2303
None,5,1.00,-0.0467,0.1425
None,6,1.00,-0.0007,0.1038
None,7,0.81,-0.0050,0.0440
None,8,1.00,0.0015,0.0316
None,9,1.00,0.0054,0.0158
9,0,1.00,-0.0234,0.9177
9,1,0.95,-0.0280,0.6377
9,2,1.00,-0.0413,0.4000
9,3,1.00,-0.0455,0.2828
9,4,1.00,-0.0583,0.2303
9,5,1.00,-0.0467,0.1425
9,6,1.00,-0.0007,0.1038
9,7,0.81,-0.0050,0.0440
9,8,1.00,0.0015,0.0316
9,9,1.00,0.0054,0.0158
None,0,1.00,-0.0234,0.9177
None,1,0.95,-0.0280,0.6377
None,2,1.00,-0.0412,0.4000
None,3,1.00,-0.0455,0.2828
None,4,1.00,-0.0582,0.2303
None,5,1.00,-0.0467,0.1426
None,6,1.00,-0.0006,0.1037
None,7,0.82,-0.0050,0.0440
None,8,1.00,0.0015,0.0316
None,9,1.00,0.0053,0.0163
8,0,1.00,-0.0234,0.9177
8,1,0.95,-0.0280,0.6377
8,2,1.00,-0.0412,0.4000
8,3,1.00,-0.0455,0.2828
8,4,1.00,-0.0582,0.2303
8,5,1.00,-0.0467,0.1426
8,6,1.00,-0.0006,0.1037
8,7,0.82,-0.0050,0.0440
8,8,1.00,0.0015,0.0316
8,9,1.00,0.0053,0.0163
None,0,1.00,-0.0235,0.9177
None,1,0.95,-0.0280,0.6377
None,2,1.00,-0.0413,0.4000
None,3,1.00,-0.0456,0.2827
None,4,1.00,-0.0583,0.2302
None,5,1.00,-0.0469,0.1426
None,6,1.00,-0.0007,0.1038
None,7,0.82,-0.0049,0.0439
None,8,1.00,0.0015,0.0323
None,9,1.00,0.0053,0.0163
0,0,1.00,-0.0235,0.9177
0,1,0.95,-0.0280,0.6377
0,2,1.00,-0.0413,0.4000
0,3,1.00,-0.0456,0.2827
0,4,1.00,-0.0583,0.2302
0,5,1.00,-0.0469,0.1426
0,6,1.00,-0.0007,0.1038
0,7,0.82,-0.0049,0.0439
0,8,1.00,0.0015,0.0323
0,9,1.00,0.0053,0.0163
None,0,1.00,-0.0272,0.9685
None,1,0.90,-0.0301,0.6813
None,2,1.00,-0.0419,0.4244
None,3,1.00,-0.0489,0.2972
None,4,1.00,-0.0571,0.2495
None,5,1.00,-0.0473,0.1444
None,6,1.00,-0.0009,0.1048
None,7,0.81,-0.0042,0.0443
None,8,1.00,0.0018,0.0326
None,9,1.00,0.0058,0.0169
7,0,1.00,-0.0272,0.9685
7,1,0.90,-0.0301,0.6813
7,2,1.00,-0.0419,0.4244
7,3,1.00,-0.0489,0.2972
7,4,1.00,-0.0571,0.2495
7,5,1.00,-0.0473,0.1444
7,6,1.00,-0.0009,0.1048
7,7,0.81,-0.0042,0.0443
7,8,1.00,0.0018,0.0326
7,9,1.00,0.0058,0.0169
None,0,1.00,-0.0267,0.9683
None,1,0.90,-0.0296,0.6811
None,2,1.00,-0.0412,0.4244
None,3,1.00,-0.0480,0.2972
None,4,1.00,-0.0563,0.2495
None,5,1.00,-0.0465,0.1441
None,6,1.00,0.0001,0.1049
None,7,0.83,-0.0046,0.0443
None,8,1.00,0.0018,0.0325
None,9,1.00,0.0058,0.0169
3,0,1.00,-0.0267,0.9683
3,1,0.90,-0.0296,0.6811
3,2,1.00,-0.0412,0.4244
3,3,1.00,-0.0480,0.2972
3,4,1.00,-0.0563,0.2495
3,5,1.00,-0.0465,0.1441
3,6,1.00,0.0001,0.1049
3,7,0.83,-0.0046,0.0443
3,8,1.00,0.0018,0.0325
3,9,1.00,0.0058,0.0169
None,0,1.00,-0.0260,0.9601
None,1,0.89,-0.0287,0.6740
None,2,1.00,-0.0412,0.4062
None,3,1.00,-0.0505,0.3058
None,4,1.00,-0.0559,0.2379
None,5,1.00,-0.0463,0.1433
None,6,1.00,-0.0001,0.1026
None,7,0.84,-0.0052,0.0437
None,8,1.00,0.0014,0.0321
None,9,1.00,0.0056,0.0167
2,0,1.00,-0.0260,0.9601
2,1,0.89,-0.0287,0.6740
2,2,1.00,-0.0412,0.4062
2,3,1.00,-0.0505,0.3058
2,4,1.00,-0.0559,0.2379
2,5,1.00,-0.0463,0.1433
2,6,1.00,-0.0001,0.1026
2,7,0.84,-0.0052,0.0437
2,8,1.00,0.0014,0.0321
2,9,1.00,0.0056,0.0167
None,0,1.00,-0.0079,0.9385
None,1,0.87,-0.0118,0.6523
None,2,1.00,-0.0255,0.4352
None,3,1.00,-0.0404,0.3061
None,4,1.00,-0.0528,0.2338
None,5,1.00,-0.0439,0.1439
None,6,1.00,0.0019,0.1047
None,7,0.82,-0.0042,0.0445
None,8,1.00,0.0010,0.0320
None,9,1.00,0.0055,0.0164
9,0,1.00,-0.0079,0.9385
9,1,0.87,-0.0118,0.6523
9,2,1.00,-0.0255,0.4352
9,3,1.00,-0.0404,0.3061
9,4,1.00,-0.0528,0.2338
9,5,1.00,-0.0439,0.1439
9,6,1.00,0.0019,0.1047
9,7,0.82,-0.0042,0.0445
9,8,1.00,0.0010,0.0320
9,9,1.00,0.0055,0.0164
None,0,1.00,-0.0079,0.9385
None,1,0.87,-0.0118,0.6523
None,2,1.00,-0.0255,0.4352
None,3,1.00,-0.0404,0.3061
None,4,1.00,-0.0528,0.2338
None,5,1.00,-0.0439,0.1440
None,6,1.00,0.0019,0.1046
None,7,0.82,-0.0042,0.0445
None,8,1.00,0.0011,0.0320
None,9,1.00,0.0055,0.0169
6,0,1.00,-0.0079,0.9385
6,1,0.87,-0.0118,0.6523
6,2,1.00,-0.0255,0.4352
6,3,1.00,-0.0404,0.3061
6,4,1.00,-0.0528,0.2338
6,5,1.00,-0.0439,0.1440
6,6,1.00,0.0019,0.1046
6,7,0.82,-0.0042,0.0445
6,8,1.00,0.0011,0.0320
6,9,1.00,0.0055,0.0169
None,0,1.00,-0.0071,0.9383
None,1,0.87,-0.0110,0.6521
None,2,1.00,-0.0246,0.4348
None,3,1.00,-0.0399,0.3064
None,4,1.00,-0.0521,0.2331
None,5,1.00,-0.0431,0.1447
None,6,1.00,0.0022,0.1072
None,7,0.81,-0.0045,0.0451
None,8,1.00,0.0010,0.0319
None,9,1.00,0.0054,0.0167
2,0,1.00,-0.0071,0.9383
2,1,0.87,-0.0110,0.6521
2,2,1.00,-0.0246,0.4348
2,3,1.00,-0.0399,0.3064
2,4,1.00,-0.0521,0.2331
2,5,1.00,-0.0431,0.1447
2,6,1.00,0.0022,0.1072
2,7,0.81,-0.0045,0.0451
2,8,1.00,0.0010,0.0319
2,9,1.00,0.0054,0.0167
None,0,1.00,-0.0032,0.8833
None,1,0.91,-0.0079,0.5999
None,2,1.00,-0.0218,0.4447
None,3,0.97,-0.0397,0.2889
None,4,1.00,-0.0530,0.2214
None,5,1.00,-0.0400,0.1407
None,6,1.00,0.0023,0.1056
None,7,0.82,-0.0028,0.0440
None,8,1.00,0.0010,0.0319
None,9,1.00,0.0053,0.0166
3,0,1.00,-0.0032,0.8833
3,1,0.91,-0.0079,0.5999
3,2,1.00,-0.0218,0.4447
3,3,0.97,-0.0397,0.2889
3,4,1.00,-0.0530,0.2214
3,5,1.00,-0.0400,0.1407
3,6,1.00,0.0023,0.1056
3,7,0.82,-0.0028,0.0440
3,8,1.00,0.0010,0.0319
3,9,1.00,0.0053,0.0166
None,0,1.00,-0.0190,0.8837
None,1,0.93,-0.0184,0.5984
None,2,1.00,-0.0315,0.4458
None,3,1.00,-0.0529,0.2904
None,4,1.00,-0.0572,0.2337
None,5,1.00,-0.0427,0.1461
None,6,1.00,0.0018,0.1058
None,7,0.82,-0.0025,0.0440
None,8,1.00,0.0014,0.0323
None,9,1.00,0.0056,0.0169
1,0,1.00,-0.0190,0.8837
1,1,0.93,-0.0184,0.5984
1,2,1.00,-0.0315,0.4458
1,3,1.00,-0.0529,0.2904
1,4,1.00,-0.0572,0.2337
1,5,1.00,-0.0427,0.1461
1,6,1.00,0.0018,0.1058
1,7,0.82,-0.0025,0.0440
1,8,1.00,0.0014,0.0323
1,9,1.00,0.0056,0.0169
None,0,1.00,0.0104,0.9529
None,1,0.94,0.0100,0.6636
None,2,1.00,-0.0069,0.4538
None,3,1.00,-0.0341,0.3381
None,4,1.00,-0.0492,0.2318
None,5,1.00,-0.0410,0.1555
None,6,1.00,0.0027,0.1091
None,7,0.81,-0.0026,0.0452
None,8,1.00,0.0028,0.0327
None,9,1.00,0.0055,0.0171
7,0,1.00,0.0104,0.9529
7,1,0.94,0.0100,0.6636
7,2,1.00,-0.0069,0.4538
7,3,1.00,-0.0341,0.3381
7,4,1.00,-0.0492,0.2318
7,5,1.00,-0.0410,0.1555
7,6,1.00,0.0027,0.1091
7,7,0.81,-0.0026,0.0452
7,8,1.00,0.0028,0.0327
7,9,1.00,0.0055,0.0171
None,0,1.00,0.0115,0.9533
None,1,0.94,0.0111,0.6639
None,2,1.00,-0.0055,0.4537
None,3,1.00,-0.0324,0.3383
None,4,1.00,-0.0477,0.2319
None,5,1.00,-0.0393,0.1548
None,6,1.00,0.0043,0.1093
None,7,0.86,-0.0027,0.0452
None,8,1.00,0.0029,0.0326
None,9,1.00,0.0055,0.0173
8,0,1.00,0.0115,0.9533
8,1,0.94,0.0111,0.6639
8,2,1.00,-0.0055,0.4537
8,3,1.00,-0.0324,0.3383
8,4,1.00,-0.0477,0.2319
8,5,1.00,-0.0393,0.1548
8,6,1.00,0.0043,0.1093
8,7,0.86,-0.0027,0.0452
8,8,1.00,0.0029,0.0326
8,9,1.00,0.0055,0.0173
None,0,1.00,0.0116,0.9533
None,1,0.94,0.0111,0.6638
None,2,1.00,-0.0054,0.4536
None,3,1.00,-0.0324,0.3383
None,4,1.00,-0.0476,0.2319
None,5,1.00,-0.0393,0.1547
None,6,1.00,0.0044,0.1093
None,7,0.86,-0.0028,0.0451
None,8,1.00,0.0030,0.0333
None,9,1.00,0.0054,0.0172
5,0,1.00,0.0116,0.9533
5,1,0.94,0.0111,0.6638
5,2,1.00,-0.0054,0.4536
5,3,1.00,-0.0324,0.3383
5,4,1.00,-0.0476,0.2319
5,5,1.00,-0.0393,0.1547
5,6,1.00,0.0044,0.1093
5,7,0.86,-0.0028,0.0451
5,8,1.00,0.0030,0.0333
5,9,1.00,0.0054,0.0172
None,0,1.00,0.0103,0.9541
None,1,0.94,0.0097,0.6647
None,2,1.00,-0.0071,0.4557
None,3,1.00,-0.0369,0.3390
None,4,1.00,-0.0518,0.2345
None,5,1.00,-0.0438,0.1628
None,6,1.00,0.0029,0.1111
None,7,0.83,-0.0022,0.0460
None,8,1.00,0.0028,0.0331
None,9,1.00,0.0056,0.0171
4,0,1.00,0.0103,0.9541
4,1,0.94,0.0097,0.6647
4,2,1.00,-0.0071,0.4557
4,3,1.00,-0.0369,0.3390
4,4,1.00,-0.0518,0.2345
4,5,1.00,-0.0438,0.1628
4,6,1.00,0.0029,0.1111
4,7,0.83,-0.0022,0.0460
4,8,1.00,0.0028,0.0331
4,9,1.00,0.0056,0.0171
None,0,1.00,0.0086,0.9599
None,1,0.92,0.0076,0.6702
None,2,1.00,-0.0101,0.4545
None,3,1.00,-0.0378,0.3379
None,4,1.00,-0.0522,0.2457
None,5,1.00,-0.0447,0.1568
None,6,1.00,0.0036,0.1091
None,7,0.85,-0.0026,0.0453
None,8,1.00,0.0025,0.0327
None,9,1.00,0.0060,0.0169
0,0,1.00,0.0086,0.9599
0,1,0.92,0.0076,0.6702
0,2,1.00,-0.0101,0.4545
0,3,1.00,-0.0378,0.3379
0,4,1.00,-0.0522,0.2457
0,5,1.00,-0.0447,0.1568
0,6,1.00,0.0036,0.1091
0,7,0.85,-0.0026,0.0453
0,8,1.00,0.0025,0.0327
0,9,1.00,0.0060,0.0169
None,0,1.00,0.0209,0.7740
None,1,1.00,0.0217,0.5350
None,2,1.00,-0.0092,0.3827
None,3,1.00,-0.0346,0.2709
None,4,1.00,-0.0510,0.2179
None,5,1.00,-0.0447,0.1567
None,6,1.00,0.0036,0.1015
None,7,0.89,-0.0039,0.0418
None,8,1.00,0.0019,0.0322
None,9,1.00,0.0056,0.0167
8,0,1.00,0.0209,0.7740
8,1,1.00,0.0217,0.5350
8,2,1.00,-0.0092,0.3827
8,3,1.00,-0.0346,0.2709
8,4,1.00,-0.0510,0.2179
8,5,1.00,-0.0447,0.1567
8,6,1.00,0.0036,0.1015
