None,2,0.60,-0.3167,0.3238
None,3,0.82,-0.2472,0.2771
None,4,0.63,-0.2544,0.2272
None,5,0.85,-0.1908,0.1592
None,6,0.72,-0.0858,0.0713
None,7,0.00,-0.0401,0.0264
None,8,0.24,-0.0176,0.0142
None,9,0.75,-0.0030,0.0039
8,0,1.00,-0.3426,0.6892
8,1,0.55,-0.3626,0.5469
8,2,0.60,-0.3167,0.3238
8,3,0.82,-0.2472,0.2771
8,4,0.63,-0.2544,0.2272
8,5,0.85,-0.1908,0.1592
8,6,0.72,-0.0858,0.0713
8,7,0.00,-0.0401,0.0264
8,8,0.24,-0.0176,0.0142
8,9,0.75,-0.0030,0.0039
None,0,1.00,-0.3412,0.6890
None,1,0.55,-0.3612,0.5468
None,2,0.60,-0.3154,0.3236
None,3,0.82,-0.2474,0.2768
None,4,0.63,-0.2547,0.2269
None,5,0.85,-0.1908,0.1589
None,6,0.72,-0.0860,0.0711
None,7,0.00,-0.0401,0.0264
None,8,0.28,-0.0175,0.0141
None,9,0.75,-0.0030,0.0040
4,0,1.00,-0.3412,0.6890
4,1,0.55,-0.3612,0.5468
4,2,0.60,-0.3154,0.3236
4,3,0.82,-0.2474,0.2768
4,4,0.63,-0.2547,0.2269
4,5,0.85,-0.1908,0.1589
4,6,0.72,-0.0860,0.0711
4,7,0.00,-0.0401,0.0264
4,8,0.28,-0.0175,0.0141
4,9,0.75,-0.0030,0.0040
None,0,1.00,-0.3357,0.6614
None,1,0.54,-0.3545,0.5192
None,2,0.57,-0.3092,0.3370
None,3,0.86,-0.2762,0.2658
None,4,0.80,-0.2820,0.2011
None,5,0.93,-0.2067,0.1479
None,6,0.76,-0.0925,0.0670
None,7,0.00,-0.0418,0.0260
None,8,0.29,-0.0180,0.0158
None,9,0.73,-0.0036,0.0048
7,0,1.00,-0.3357,0.6614
7,1,0.54,-0.3545,0.5192
7,2,0.57,-0.3092,0.3370
7,3,0.86,-0.2762,0.2658
7,4,0.80,-0.2820,0.2011
7,5,0.93,-0.2067,0.1479
7,6,0.76,-0.0925,0.0670
7,7,0.00,-0.0418,0.0260
7,8,0.29,-0.0180,0.0158
7,9,0.73,-0.0036,0.0048
None,0,1.00,-0.3357,0.6617
None,1,0.55,-0.3548,0.5196
None,2,0.57,-0.3092,0.3380
None,3,0.85,-0.2723,0.2664
None,4,0.80,-0.2777,0.2017
None,5,0.93,-0.2034,0.1480
None,6,0.76,-0.0899,0.0672
None,7,0.00,-0.0386,0.0268
None,8,0.29,-0.0178,0.0158
None,9,0.73,-0.0030,0.0048
1,0,1.00,-0.3357,0.6617
1,1,0.55,-0.3548,0.5196
1,2,0.57,-0.3092,0.3380
1,3,0.85,-0.2723,0.2664
1,4,0.80,-0.2777,0.2017
1,5,0.93,-0.2034,0.1480
1,6,0.76,-0.0899,0.0672
1,7,0.00,-0.0386,0.0268
1,8,0.29,-0.0178,0.0158
1,9,0.73,-0.0030,0.0048
None,0,1.00,-0.3324,0.5849
None,1,0.61,-0.3500,0.4434
None,2,0.65,-0.3098,0.3031
None,3,0.93,-0.2237,0.2360
None,4,0.75,-0.2081,0.1764
None,5,0.94,-0.1658,0.1368
None,6,0.76,-0.0736,0.0603
None,7,0.00,-0.0335,0.0268
None,8,0.28,-0.0178,0.0157
None,9,0.66,-0.0020,0.0045
5,0,1.00,-0.3324,0.5849
5,1,0.61,-0.3500,0.4434
5,2,0.65,-0.3098,0.3031
5,3,0.93,-0.2237,0.2360
5,4,0.75,-0.2081,0.1764
5,5,0.94,-0.1658,0.1368
5,6,0.76,-0.0736,0.0603
5,7,0.00,-0.0335,0.0268
5,8,0.28,-0.0178,0.0157
5,9,0.66,-0.0020,0.0045
None,0,1.00,-0.3252,0.5891
None,1,0.60,-0.3426,0.4471
None,2,0.64,-0.3022,0.3077
None,3,0.94,-0.2161,0.2409
None,4,0.75,-0.2066,0.1809
None,5,0.94,-0.1663,0.1412
None,6,0.73,-0.0738,0.0617
None,7,0.00,-0.0336,0.0251
None,8,0.28,-0.0175,0.0159
None,9,0.64,-0.0020,0.0046
5,0,1.00,-0.3252,0.5891
5,1,0.60,-0.3426,0.4471
5,2,0.64,-0.3022,0.3077
5,3,0.94,-0.2161,0.2409
5,4,0.75,-0.2066,0.1809
5,5,0.94,-0.1663,0.1412
5,6,0.73,-0.0738,0.0617
5,7,0.00,-0.0336,0.0251
5,8,0.28,-0.0175,0.0159
5,9,0.64,-0.0020,0.0046
None,0,1.00,-0.3246,0.5940
None,1,0.60,-0.3415,0.4524
None,2,0.63,-0.3012,0.3116
None,3,0.93,-0.2152,0.2449
None,4,0.74,-0.2080,0.1880
None,5,0.93,-0.1656,0.1489
None,6,0.72,-0.0734,0.0636
None,7,0.00,-0.0335,0.0256
None,8,0.28,-0.0175,0.0164
None,9,0.65,-0.0020,0.0048
7,0,1.00,-0.3246,0.5940
7,1,0.60,-0.3415,0.4524
7,2,0.63,-0.3012,0.3116
7,3,0.93,-0.2152,0.2449
7,4,0.74,-0.2080,0.1880
7,5,0.93,-0.1656,0.1489
7,6,0.72,-0.0734,0.0636
7,7,0.00,-0.0335,0.0256
7,8,0.28,-0.0175,0.0164
7,9,0.65,-0.0020,0.0048
None,0,1.00,-0.3234,0.5935
None,1,0.60,-0.3403,0.4521
None,2,0.63,-0.2997,0.3109
None,3,0.93,-0.2141,0.2435
None,4,0.73,-0.2031,0.1880
None,5,0.93,-0.1619,0.1482
None,6,0.72,-0.0710,0.0633
None,7,0.00,-0.0299,0.0258
None,8,0.29,-0.0174,0.0162
None,9,0.64,-0.0013,0.0046
8,0,1.00,-0.3234,0.5935
8,1,0.60,-0.3403,0.4521
8,2,0.63,-0.2997,0.3109
8,3,0.93,-0.2141,0.2435
8,4,0.73,-0.2031,0.1880
8,5,0.93,-0.1619,0.1482
8,6,0.72,-0.0710,0.0633
8,7,0.00,-0.0299,0.0258
8,8,0.29,-0.0174,0.0162
8,9,0.64,-0.0013,0.0046
None,0,1.00,-0.3220,0.5933
None,1,0.60,-0.3391,0.4519
None,2,0.63,-0.2985,0.3107
None,3,0.93,-0.2129,0.2433
None,4,0.73,-0.2028,0.1878
None,5,0.93,-0.1615,0.1481
None,6,0.72,-0.0707,0.0634
None,7,0.00,-0.0295,0.0257
None,8,0.32,-0.0173,0.0162
None,9,0.64,-0.0012,0.0046
2,0,1.00,-0.3220,0.5933
2,1,0.60,-0.3391,0.4519
2,2,0.63,-0.2985,0.3107
2,3,0.93,-0.2129,0.2433
2,4,0.73,-0.2028,0.1878
2,5,0.93,-0.1615,0.1481
2,6,0.72,-0.0707,0.0634
2,7,0.00,-0.0295,0.0257
2,8,0.32,-0.0173,0.0162
2,9,0.64,-0.0012,0.0046
None,0,1.00,-0.2966,0.6105
None,1,0.56,-0.3145,0.4714
None,2,0.71,-0.2752,0.2890
None,3,0.96,-0.1969,0.2336
None,4,0.60,-0.1570,0.2057
None,5,0.86,-0.1393,0.1528
None,6,0.63,-0.0624,0.0669
None,7,0.00,-0.0259,0.0222
None,8,0.32,-0.0170,0.0151
None,9,0.53,-0.0005,0.0041
9,0,1.00,-0.2966,0.6105
9,1,0.56,-0.3145,0.4714
9,2,0.71,-0.2752,0.2890
9,3,0.96,-0.1969,0.2336
9,4,0.60,-0.1570,0.2057
9,5,0.86,-0.1393,0.1528
9,6,0.63,-0.0624,0.0669
9,7,0.00,-0.0259,0.0222
9,8,0.32,-0.0170,0.0151
9,9,0.53,-0.0005,0.0041
None,0,1.00,-0.2966,0.6105
None,1,0.56,-0.3145,0.4714
None,2,0.71,-0.2751,0.2890
None,3,0.96,-0.1969,0.2336
None,4,0.60,-0.1570,0.2057
None,5,0.86,-0.1392,0.1528
None,6,0.63,-0.0623,0.0669
None,7,0.00,-0.0259,0.0223
None,8,0.32,-0.0169,0.0150
None,9,0.65,-0.0005,0.0040
3,0,1.00,-0.2966,0.6105
3,1,0.56,-0.3145,0.4714
3,2,0.71,-0.2751,0.2890
3,3,0.96,-0.1969,0.2336
3,4,0.60,-0.1570,0.2057
3,5,0.86,-0.1392,0.1528
3,6,0.63,-0.0623,0.0669
3,7,0.00,-0.0259,0.0223
3,8,0.32,-0.0169,0.0150
3,9,0.65,-0.0005,0.0040
None,0,1.00,-0.2229,0.5540
None,1,0.60,-0.2389,0.4241
None,2,0.68,-0.2010,0.2613
None,3,0.99,-0.1244,0.1944
None,4,0.63,-0.1447,0.1670
None,5,0.89,-0.1281,0.1364
None,6,0.61,-0.0596,0.0601
None,7,0.04,-0.0260,0.0196
None,8,0.38,-0.0161,0.0150
None,9,0.57,-0.0004,0.0040
6,0,1.00,-0.2229,0.5540
6,1,0.60,-0.2389,0.4241
6,2,0.68,-0.2010,0.2613
6,3,0.99,-0.1244,0.1944
6,4,0.63,-0.1447,0.1670
6,5,0.89,-0.1281,0.1364
6,6,0.61,-0.0596,0.0601
6,7,0.04,-0.0260,0.0196
6,8,0.38,-0.0161,0.0150
6,9,0.57,-0.0004,0.0040
None,0,1.00,-0.2229,0.5522
None,1,0.59,-0.2391,0.4233
None,2,0.68,-0.2020,0.2601
None,3,1.00,-0.1254,0.1930
None,4,0.62,-0.1388,0.1645
None,5,0.89,-0.1233,0.1345
None,6,0.66,-0.0554,0.0588
None,7,0.07,-0.0263,0.0216
None,8,0.40,-0.0169,0.0149
None,9,0.57,-0.0002,0.0039
1,0,1.00,-0.2229,0.5522
1,1,0.59,-0.2391,0.4233
1,2,0.68,-0.2020,0.2601
1,3,1.00,-0.1254,0.1930
1,4,0.62,-0.1388,0.1645
1,5,0.89,-0.1233,0.1345
1,6,0.66,-0.0554,0.0588
1,7,0.07,-0.0263,0.0216
1,8,0.40,-0.0169,0.0149
1,9,0.57,-0.0002,0.0039
None,0,1.00,-0.2703,0.5817
None,1,0.46,-0.2868,0.4456
None,2,0.63,-0.2408,0.2619
None,3,0.91,-0.1529,0.1943
None,4,0.65,-0.1249,0.1811
None,5,0.82,-0.1147,0.1363
None,6,0.69,-0.0509,0.0588
None,7,0.12,-0.0279,0.0239
None,8,0.41,-0.0180,0.0141
None,9,0.83,-0.0003,0.0035
0,0,1.00,-0.2703,0.5817
0,1,0.46,-0.2868,0.4456
0,2,0.63,-0.2408,0.2619
0,3,0.91,-0.1529,0.1943
0,4,0.65,-0.1249,0.1811
0,5,0.82,-0.1147,0.1363
0,6,0.69,-0.0509,0.0588
0,7,0.12,-0.0279,0.0239
0,8,0.41,-0.0180,0.0141
0,9,0.83,-0.0003,0.0035
None,0,1.00,-0.3754,0.7387
None,1,0.30,-0.3770,0.5933
None,2,0.51,-0.3178,0.3838
None,3,0.67,-0.2074,0.2843
None,4,0.56,-0.1420,0.2316
None,5,0.71,-0.1251,0.1583
None,6,0.65,-0.0527,0.0658
None,7,0.14,-0.0296,0.0237
None,8,0.37,-0.0193,0.0152
None,9,0.97,-0.0012,0.0032
4,0,1.00,-0.3754,0.7387
4,1,0.30,-0.3770,0.5933
4,2,0.51,-0.3178,0.3838
4,3,0.67,-0.2074,0.2843
4,4,0.56,-0.1420,0.2316
4,5,0.71,-0.1251,0.1583
4,6,0.65,-0.0527,0.0658
4,7,0.14,-0.0296,0.0237
4,8,0.37,-0.0193,0.0152
4,9,0.97,-0.0012,0.0032
None,0,1.00,-0.3641,0.7298
None,1,0.28,-0.3642,0.5858
None,2,0.51,-0.3074,0.3758
None,3,0.69,-0.1965,0.2762
None,4,0.62,-0.1215,0.2245
None,5,0.70,-0.1095,0.1552
None,6,0.65,-0.0462,0.0653
None,7,0.19,-0.0297,0.0245
None,8,0.40,-0.0197,0.0149
None,9,0.98,-0.0013,0.0032
9,0,1.00,-0.3641,0.7298
9,1,0.28,-0.3642,0.5858
9,2,0.51,-0.3074,0.3758
9,3,0.69,-0.1965,0.2762
9,4,0.62,-0.1215,0.2245
9,5,0.70,-0.1095,0.1552
9,6,0.65,-0.0462,0.0653
9,7,0.19,-0.0297,0.0245
9,8,0.40,-0.0197,0.0149
9,9,0.98,-0.0013,0.0032
None,0,1.00,-0.3642,0.7298
None,1,0.28,-0.3642,0.5857
None,2,0.51,-0.3074,0.3758
None,3,0.69,-0.1966,0.2762
None,4,0.62,-0.1215,0.2245
None,5,0.70,-0.1094,0.1552
None,6,0.65,-0.0461,0.0652
None,7,0.19,-0.0296,0.0246
None,8,0.39,-0.0197,0.0149
None,9,1.00,-0.0012,0.0037
2,0,1.00,-0.3642,0.7298
2,1,0.28,-0.3642,0.5857
2,2,0.51,-0.3074,0.3758
2,3,0.69,-0.1966,0.2762
2,4,0.62,-0.1215,0.2245
2,5,0.70,-0.1094,0.1552
2,6,0.65,-0.0461,0.0652
2,7,0.19,-0.0296,0.0246
2,8,0.39,-0.0197,0.0149
2,9,1.00,-0.0012,0.0037
None,0,1.00,-0.3872,0.7172
None,1,0.26,-0.3856,0.5747
None,2,0.56,-0.3261,0.3673
None,3,0.67,-0.2085,0.2671
None,4,0.64,-0.1323,0.2267
None,5,0.72,-0.0975,0.1588
None,6,0.76,-0.0410,0.0652
None,7,0.19,-0.0290,0.0303
None,8,0.39,-0.0208,0.0148
None,9,1.00,-0.0013,0.0041
3,0,1.00,-0.3872,0.7172
3,1,0.26,-0.3856,0.5747
3,2,0.56,-0.3261,0.3673
3,3,0.67,-0.2085,0.2671
3,4,0.64,-0.1323,0.2267
3,5,0.72,-0.0975,0.1588
3,6,0.76,-0.0410,0.0652
3,7,0.19,-0.0290,0.0303
3,8,0.39,-0.0208,0.0148
3,9,1.00,-0.0013,0.0041
None,0,1.00,-0.3839,0.7259
None,1,0.27,-0.3841,0.5805
None,2,0.57,-0.3243,0.3770
None,3,0.70,-0.2033,0.2866
None,4,0.61,-0.1296,0.2390
None,5,0.71,-0.1011,0.1638
None,6,0.73,-0.0428,0.0661
None,7,0.16,-0.0277,0.0290
None,8,0.38,-0.0206,0.0153
None,9,1.00,-0.0012,0.0044
8,0,1.00,-0.3839,0.7259
8,1,0.27,-0.3841,0.5805
8,2,0.57,-0.3243,0.3770
8,3,0.70,-0.2033,0.2866
8,4,0.61,-0.1296,0.2390
8,5,0.71,-0.1011,0.1638
8,6,0.73,-0.0428,0.0661
8,7,0.16,-0.0277,0.0290
8,8,0.38,-0.0206,0.0153
8,9,1.00,-0.0012,0.0044
None,0,1.00,-0.3829,0.7258
None,1,0.27,-0.3832,0.5804
None,2,0.57,-0.3234,0.3769
None,3,0.70,-0.2023,0.2864
None,4,0.61,-0.1287,0.2388
None,5,0.71,-0.1011,0.1638
None,6,0.73,-0.0429,0.0661
None,7,0.16,-0.0277,0.0289
None,8,0.41,-0.0207,0.0153
None,9,1.00,-0.0012,0.0043
0,0,1.00,-0.3829,0.7258
0,1,0.27,-0.3832,0.5804
0,2,0.57,-0.3234,0.3769
0,3,0.70,-0.2023,0.2864
0,4,0.61,-0.1287,0.2388
0,5,0.71,-0.1011,0.1638
0,6,0.73,-0.0429,0.0661
0,7,0.16,-0.0277,0.0289
0,8,0.41,-0.0207,0.0153
0,9,1.00,-0.0012,0.0043
None,0,1.00,-0.4829,0.8368
None,1,0.27,-0.4531,0.6748
None,2,0.48,-0.3861,0.4518
None,3,0.64,-0.2386,0.3345
None,4,0.53,-0.1486,0.2647
None,5,0.69,-0.1307,0.1858
None,6,0.56,-0.0543,0.0783
None,7,0.11,-0.0297,0.0286
None,8,0.35,-0.0215,0.0178
None,9,1.00,-0.0018,0.0038
7,0,1.00,-0.4829,0.8368
7,1,0.27,-0.4531,0.6748
7,2,0.48,-0.3861,0.4518
7,3,0.64,-0.2386,0.3345
7,4,0.53,-0.1486,0.2647
7,5,0.69,-0.1307,0.1858
7,6,0.56,-0.0543,0.0783
7,7,0.11,-0.0297,0.0286
7,8,0.35,-0.0215,0.0178
7,9,1.00,-0.0018,0.0038
None,0,1.00,-0.4827,0.8367
None,1,0.27,-0.4529,0.6747
None,2,0.48,-0.3858,0.4520
None,3,0.64,-0.2386,0.3349
None,4,0.52,-0.1485,0.2652
None,5,0.69,-0.1288,0.1860
None,6,0.55,-0.0529,0.0786
None,7,0.14,-0.0297,0.0290
None,8,0.35,-0.0217,0.0180
None,9,1.00,-0.0019,0.0039
1,0,1.00,-0.4827,0.8367
1,1,0.27,-0.4529,0.6747
1,2,0.48,-0.3858,0.4520
1,3,0.64,-0.2386,0.3349
1,4,0.52,-0.1485,0.2652
1,5,0.69,-0.1288,0.1860
1,6,0.55,-0.0529,0.0786
1,7,0.14,-0.0297,0.0290
1,8,0.35,-0.0217,0.0180
1,9,1.00,-0.0019,0.0039
None,0,1.00,-0.4332,0.7957
None,1,0.31,-0.3956,0.6321
None,2,0.46,-0.3463,0.4183
None,3,0.66,-0.2084,0.3105
None,4,0.48,-0.1300,0.2508
None,5,0.73,-0.1267,0.1773
